250,33482220296264
376,04827018098604
322,239033444225
329,0341289517812
435,91045944619543
399,929854376487
436,02453081219414
422,61437786831067
503,70317932306585
377,3933460902992
344,7678114322702
1086,3161292992147
522,4490594443389
297,03094130298774
500,79850145042064
375,5131242622529
343,3529917028746
315,0426171639728
632,0521652739856
270,8398233021127
378,9610736463268
281,68770119219425
412,459992031926
319,68800008955725
282,4738193371156
262,8980461075444
332,4087637256782
218,88101918966706
423,674705065025
323,19186006888253
659,5607726473072
357,2263694244039
310,62383595382227
357,77248404929924
477,578121352161
297,22923023802673
387,8956645149167
894,8542380996669
326,955076864575
255,3413405888723
269,3441768836182
507,24410324688057
609,0455139894344
239,1369859667989
1050,8162344859352
450,55024017061044
264,84659227793776
327,713461110201
566,1136027938616
484,4334108069139
343,414794767113
409,93845522247943
702,3684789251998
335,1925038659479
225,73505350556198
450,42950072339283
350,4934350431647
1343,343090570445
386,55424959271716
372,02930325877304
581,9610628247283
363,0212273061978
329,4845315665522
275,2814379489211
663,3854101136806
1039,7887142373463
322,1113015034376
338,9154190704969
452,87476850228336
356,3339984867372
332,596471933144
207,43683130261905
287,3872608789029
306,7058764055709
232,78409908419442
498,5725645912835
257,4638043762239
271,8707099271674
257,1321265141722
320,4925610467087
767,5854390425518
330,93139495540385
356,24852945275796
295,09182025693417
240,76443446688103
347,024297110194
549,7509491328907
290,19718843976085
493,8974834189623
421,2560279298999
336,51381905612953
863,2796818559669
398,49954908171514
308,58989248682883
386,80661806132025
551,9128372423115
496,4510148183249
477,47310620986826
796,0596898175776
562,1642710869552
387,22591696386405
298,8260860581243
295,4976982158467
271,45693842069846
456,9301854085395
288,99412234112947
317,75665716024065
347,13029216314715
568,0162228634534
770,1625929135342
457,87873673863146
372,23084498596876
420,8356870055256
219,85651688544345
330,94675282319525
379,960522365131
276,59221201931655
352,97975474935265
722,4035990945457
271,5643057847446
365,80420424012783
219,79839419155218
589,3739366169197
311,8579141221111
363,21911243716943
847,0122525214048
290,2286922036696
365,4807404551135
252,3137777314146
606,7544386665116
1290,675872106666
250,68385633679011
449,9109437343854
355,09747498969733
1132,7797382812546
330,35965798792193
426,00833172840555
311,7330293364976
353,76357735157706
321,0292647298533
191,67330627978794
265,0813028160698
443,78881140925444
412,578639470938
387,1376579215039
280,99471422599953
238,05899329694896
676,9177368100485
551,2671491474123
262,7363987700474
328,72689774429006
1162,9324282941518
787,2759796319222
272,9688463868493
247,33369546708047
202,73137313260995
369,1712057417055
375,85427640689176
277,34581940742885
309,5115559896985
293,4406757090574
1502,4553399382244
528,4894753006174
346,9416480138161
382,35884434678076
488,9006526957461
403,35379367862976
346,9155154564236
229,0654531060753
1364,2551651704553
444,8895782566747
314,45070305673585
942,7599079892722
593,0685700897484
792,9070601102395
562,6325716598662
406,70254784324817
1189,1159667691993
557,3575969691183
359,59929383128195
395,12616772844177
294,6880228843263
410,6440795678459
452,7259183380554
363,5000427954015
322,93792488556886
424,68466340077566
264,4295866608386
522,3463571720038
375,08365129354064
738,6909072934212
644,6933222281564
832,2895553803165
395,49073837438937
481,4027660966857
455,2749294804119
820,375748073094
400,38316779706435
332,7361452940165
269,6814166911667
514,3668009251168
359,03715016786447
357,24492698276117
668,6458332608573
372,84611303675354
405,43269926311905
356,07261403498165
554,3202374316816
376,4295866622926
489,6350049845847
425,08255159814127
457,267457712327
216,13223060226142
257,53179287818693
470,31995875712647
712,2520034859407
259,2758691895896
415,8847273693075
340,93750717121554
381,8160120189654
467,1990361645702
305,1258271278951
441,2244121921716
292,7519491499438
398,14107496414834
634,2242995791238
303,98971547196703
443,7514214243197
573,1926289296771
442,4396806976118
584,3171097067424
363,1256924005617
378,8394499979257
620,553822115506
334,6558157800242
565,5897700143436
638,5886717316589
372,7681985271605
306,60633664325906
397,3679461931633
393,5704411572924
398,8679056649338
315,53564169252536
335,1801158996444
319,1238651782333
429,35295115041987
286,33738076699206
473,2035333997801
345,56039070339574
328,2285849815984
929,6892748795156
899,0985952857089
269,97863403772527
426,3398946892418
764,8205247445397
479,4941341181756
200,42341659241592
444,6939155242342
361,44576209743883
831,2077004545979
479,57815947724276
184,66126049516853
240,19398576210153
230,9156989273045
445,7960365345232
604,1963360624659
384,56510532405844
438,74810362716164
205,17588808962535
226,7944218846572
310,193255829231
246,27423134025727
368,30707510355023
303,80695473937
409,0323818730519
1035,1443529981473
461,06150353351046
410,3637833489227
575,3676974749765
266,0978283629917
392,2922212109692
283,87735541919176
432,148809996446
559,1393427264002
586,0191424787341
739,539218080114
540,1059498049356
704,4943659549522
406,2030538508954
315,2187695910715
420,15563933760427
862,1536873973433
829,1639017555885
298,0494130778591
335,3895915248054
295,23685843011526
375,63699557187516
281,93518464149366
469,49593420221214
1115,0509666906673
812,9118895325668
443,1602263463299
509,22320387181867
435,01063771594534
